name,profile_url,place_of_birth,longitude,latitude,popularity
Phil LaMarr,https://www.themoviedb.org/person/31549,Los Angeles California USA,-118.242766,34.0536909,601.4738927892106
Joan Crawford,https://www.themoviedb.org/person/31550,San Antonio Texas USA,-98.4951405,29.4246002,20.98485593799758
Zachary Scott,https://www.themoviedb.org/person/31551,Austin Texas USA,-97.7436995,30.2711286,3.699522198810431
Carla Harvey,https://www.themoviedb.org/person/31620,Detroit Michigan USA,-83.0466403,42.3315509,0.5717650769279662
Haven Burton,https://www.themoviedb.org/person/31635,Los Angeles County California USA,-118.2096814,34.3155072,7.739554924243669
Brooke Smith,https://www.themoviedb.org/person/31649,New York City New York USA,-74.0060152,40.7127281,343.1443001700086
Hardie Albright,https://www.themoviedb.org/person/31702,Charleroi Pennsylvania USA,-79.8981035,40.1378499,28.900276139220647
Sam Edwards,https://www.themoviedb.org/person/31705,Macon Georgia USA,-83.6324022,32.8406946,29.36272061588967
Tim Davis,https://www.themoviedb.org/person/31707,San Francisco California USA,-122.419906,37.7790262,28.390346480930265
Troy Garity,https://www.themoviedb.org/person/31711,Los Angeles - California - USA,-118.242766,34.0536909,55.81615635214733
William Converse-Roberts,https://www.themoviedb.org/person/31712,Needham Massachusetts USA,-71.2360624,42.2802645,11.55667084846438
Stacey Travis,https://www.themoviedb.org/person/31714,Dallas Texas USA,-96.7968559,32.7762719,95.19655801473226
Azura Skye,https://www.themoviedb.org/person/31715,Northridge Los Angeles California USA,-118.5369316,34.2345615,22.440861603367786
Peggy Miley,https://www.themoviedb.org/person/31716,Astoria Queens New York City New York USA,-73.9302673,40.7720145,21.050614034614963
January Jones,https://www.themoviedb.org/person/31717,Sioux Falls South Dakota USA,-96.7307737,43.5488256,174.32848971718536
Billy Bletcher,https://www.themoviedb.org/person/31771,Lancaster Pennsylvania USA,-76.3056686,40.03813,74.64338411977431
Darla Hood,https://www.themoviedb.org/person/31772,Leedey Oklahoma USA,-99.3476506,35.8698726,1.0641642214552833
Billy Laughlin,https://www.themoviedb.org/person/31773,San Gabriel California USA,-118.1085682,34.0990733,0.17776710329580458
George McFarland,https://www.themoviedb.org/person/31774,Dallas Texas USA,-96.7968559,32.7762719,2.8583534365779832
Dane Cook,https://www.themoviedb.org/person/31837,Boston Massachusetts U.S.,-71.0489138,42.3535218,53.687231405013016
Danielle Panabaker,https://www.themoviedb.org/person/31838,Augusta Georgia USA,-81.9748429,33.4709714,54.3446620056924
Ruben Santiago-Hudson,https://www.themoviedb.org/person/31839,Lackawanna New York USA,-78.83368828500451,42.81897,86.70182781123117
Matt Schulze,https://www.themoviedb.org/person/31841,St. Louis Missouri USA,-90.1995853,38.6264256,243.9191515053063
Ann Blyth,https://www.themoviedb.org/person/31844,Mount Kisco New York USA,-73.7270761,41.2042616,3.4303544875368734
Brett Halsey,https://www.themoviedb.org/person/31896,Santa Ana California USA ,-117.8732213,33.7494951,33.45277983587872
Henry Winkler,https://www.themoviedb.org/person/31903,New York City New York USA,-74.0060152,40.7127281,1123.9815676504197
Morris Carnovsky,https://www.themoviedb.org/person/31977,St. Louis Missouri USA,-90.1995853,38.6264256,4.012974369887327
Bill Sage,https://www.themoviedb.org/person/32029,New York City New York USA,-74.0060152,40.7127281,164.91190451256705
Guinevere Turner,https://www.themoviedb.org/person/32030,Boston Massachusetts USA,-71.060511,42.3554334,65.42183674775617
Charles Starrett,https://www.themoviedb.org/person/32137,Athol Massachusetts USA,-72.2159994,42.5797194,0.6062959434531247
Robert Kellard,https://www.themoviedb.org/person/32190,Los Angeles California USA,-118.242766,34.0536909,0.31180035286042895
Gloria Franklin,https://www.themoviedb.org/person/32191,New York City New York USA,-74.0060152,40.7127281,0.21253394385188673
Tom Chatterton,https://www.themoviedb.org/person/32193,Geneva New York USA,-76.9786122,42.8690271,22.92204541586
Luana Walters,https://www.themoviedb.org/person/32194, Los Angeles California United States,-118.242766,34.0536909,0.7253055130489443
John Merton,https://www.themoviedb.org/person/32206,Washington D.C. U.S.A.,0.0,0.0,13.135337115343495
Wheaton Chambers,https://www.themoviedb.org/person/32221,Philadelphia Pennsylvania USA ,-75.1635262,39.9527237,25.182331312569833
Jason Lewis,https://www.themoviedb.org/person/32224,Newport Beach California USA,-117.9294401,33.6170092,56.151932243764556
Lindsay Crouse,https://www.themoviedb.org/person/32225,New York City New York USA,-74.0060152,40.7127281,44.204228632821355
Melody Chase,https://www.themoviedb.org/person/32243,Seguin Texas USA,-97.9647269,29.5688411,7.7536984511876454
Patrick Kilpatrick,https://www.themoviedb.org/person/32286,Orange County Virginia USA,-78.013983,38.2490349,122.37652525304296
Scott Sowers,https://www.themoviedb.org/person/32287,Arlington County - Virginia - USA,-77.0893094,38.8769326,47.535040378498714
Andy Romano,https://www.themoviedb.org/person/32289,USA,-100.445882,39.7837304,75.94468068534394
Brenda Bakke,https://www.themoviedb.org/person/32290,Klamath Falls Oregon USA,-121.7816704,42.224867,37.47582243108546
Sandra Taylor,https://www.themoviedb.org/person/32291,Westchester New York USA,-73.7907554,41.1763139,118.38903655250077
Jon Bon Jovi,https://www.themoviedb.org/person/32362,Perth Amboy New Jersey USA,-74.2745215,40.5200187,27.88780426460665
Will Estes,https://www.themoviedb.org/person/32363,Los Angeles - California - USA,-118.242766,34.0536909,129.87680298393545
Eddie Barth,https://www.themoviedb.org/person/32384,Philadelphia Pennsylvania USA ,-75.1635262,39.9527237,14.271473416230483
Irene Cara,https://www.themoviedb.org/person/32385,The Bronx New York City New York United States,-73.8665241,40.8506558,3.3923626685581687
Lee Curreri,https://www.themoviedb.org/person/32386,The Bronx New York USA,-73.8665241,40.8506558,1.858846099595776
Antonia Franceschi,https://www.themoviedb.org/person/32388,Columbus Ohio USA,-83.0007065,39.9622601,45.978674687356786
Boyd Gaines,https://www.themoviedb.org/person/32389,Atlanta Georgia USA,-84.3902644,33.7489924,23.442997418129075
Tresa Hughes,https://www.themoviedb.org/person/32391,Washington District of Columbia USA,-77.0365427,38.8950368,6.721562954839111
Paul McCrane,https://www.themoviedb.org/person/32393,Philadelphia Pennsylvania USA ,-75.1635262,39.9527237,199.8043432398293
Anne Meara,https://www.themoviedb.org/person/32394,Brooklyn New York City New York USA,-73.9497211,40.6526006,72.49484056821464
Debbie Allen,https://www.themoviedb.org/person/32395,Houston Texas USA,-95.3676974,29.7589382,6.469700005833285
Richard Belzer,https://www.themoviedb.org/person/32396,Bridgeport Connecticut USA,-73.2048348,41.1670412,302.16771161689996
William Powell,https://www.themoviedb.org/person/32428,Pittsburgh Pennsylvania USA,-80.6243098,40.3693889,87.30496244137674
Nat Pendleton,https://www.themoviedb.org/person/32430,Davenport Iowa USA,-90.5770967,41.5235808,32.631842175349504
Minna Gombell,https://www.themoviedb.org/person/32431,Baltimore Maryland USA,-76.610759,39.2908816,35.77256700973157
William Henry,https://www.themoviedb.org/person/32434,Los Angeles California USA,-118.242766,34.0536909,33.86245494030847
Harold Huber,https://www.themoviedb.org/person/32435,New York City New York USA,-74.0060152,40.7127281,8.644244042668088
Natalie Moorhead,https://www.themoviedb.org/person/32436,Pittsburgh Pennsylvania USA,-80.6243098,40.3693889,7.799885559730511
Edward Brophy,https://www.themoviedb.org/person/32437,New York City New York USA,-74.0060152,40.7127281,42.810424887687425
Cyril Thornton,https://www.themoviedb.org/person/32438,New York - USA,-74.0060152,40.7127281,5.938229490166086
Tom Farrell,https://www.themoviedb.org/person/32461,New York City New York USA,-74.0060152,40.7127281,13.075871659550735
Bonnie Bartlett,https://www.themoviedb.org/person/32479, Wisconsin Rapids Wisconsin USA,-89.8228767,44.3917589,12.01144821827836
Donald Craig,https://www.themoviedb.org/person/32480,Abilene Texas USA,-99.7475905,32.44645,1.0147796149607031
Sarah Cunningham,https://www.themoviedb.org/person/32481,Greenville South Carolina USA,-82.3984882,34.851354,2.851883278597505
Ted King,https://www.themoviedb.org/person/32483,Columbus - Ohio - USA,-83.0007065,39.9622601,0.4147851121215942
Allen Payne,https://www.themoviedb.org/person/32486,Harlem New York USA,-73.9454154,40.8078786,14.38883116760984
Robert Easton,https://www.themoviedb.org/person/32494,Milwaukee Wisconsin USA,-87.922497,43.0349931,20.291555634073745
Julius Callahan,https://www.themoviedb.org/person/32536,Colorado USA,-105.607716,38.7251776,154.91931104167523
Monique Parent,https://www.themoviedb.org/person/32544,San Luis Obispo California USA,-120.3757163,35.3540209,3.168265997191024
Ron Vawter,https://www.themoviedb.org/person/32592,Latham New York USA,-73.761563,42.7444055,159.3213613494312
Dylan McDermott,https://www.themoviedb.org/person/32597,Waterbury Connecticut USA,-73.0438362,41.5538091,161.51275204062043
John Stamos,https://www.themoviedb.org/person/32600,Cypress California USA,-118.0399368,33.8248235,10.753021957148789
Apesanahkwat,https://www.themoviedb.org/person/32652,Menominee Reservation Wisconsin USA,-88.6268741,44.8555266,26.34917492497425
Ray Young,https://www.themoviedb.org/person/32655,Kansas City Missouri USA,-94.5781416,39.100105,2.7590083695591336
Diana Ross,https://www.themoviedb.org/person/32715,Detroit Michigan USA,-83.0466403,42.3315509,14.534112512648491
Stephen Lang,https://www.themoviedb.org/person/32747,New York City New York USA,-74.0060152,40.7127281,2713.2310434544725
Beah Richards,https://www.themoviedb.org/person/32774,Vicksburg Mississippi U.S.,-90.83874421396835,32.3427553,16.542136351758145
Brooke Hayward,https://www.themoviedb.org/person/32785, Los Angeles California USA,-118.242766,34.0536909,0.6311153685713927
John Davis Chandler,https://www.themoviedb.org/person/32786,Hinton West Virginia USA,-80.889254,37.674008,16.820585523869877
Neil Burstyn,https://www.themoviedb.org/person/32787,New York New York U.S.A.,0.0,0.0,0.5164684956815279
Brian Keith,https://www.themoviedb.org/person/32791,Bayonne New Jersey USA,-74.1143091,40.6687141,13.785838860589646
Elisabeth Moss,https://www.themoviedb.org/person/32798,Los Angeles California USA,-118.242766,34.0536909,241.04791090000623
Angela Bettis,https://www.themoviedb.org/person/32799,Austin Texas USA,-97.7436995,30.2711286,65.29562622976961
Travis Fine,https://www.themoviedb.org/person/32802,Atlanta Georgia U.S.,0.0,0.0,38.00243781009671
Kevin James,https://www.themoviedb.org/person/32895,Stony Brook New York USA,-73.140943,40.9256538,1311.1285010231318
Nicholas Turturro,https://www.themoviedb.org/person/32897,New York City New York USA,-74.0060152,40.7127281,150.75308666905298
Rachel Dratch,https://www.themoviedb.org/person/32905,Lexington Massachusetts USA,-71.2245003,42.4473175,94.11895015598435
Nick Swardson,https://www.themoviedb.org/person/32907,Minneapolis Minnesota USA,-93.2654692,44.9772995,256.34930684836183
Lee Tracy,https://www.themoviedb.org/person/33003,Atlanta Georgia USA,-84.3902644,33.7489924,1.5138520663854225
Preston Foster,https://www.themoviedb.org/person/33004,Pitman New Jersey USA,-75.1315651,39.732892,4.655374340071769
Leila Bennett,https://www.themoviedb.org/person/33006,Newark New Jersey USA,-74.1723667,40.735657,2.1254180965291747
Robert Warwick,https://www.themoviedb.org/person/33007,Sacramento California USA,-121.493895,38.5810606,20.083277823848675
David Mendenhall,https://www.themoviedb.org/person/33012,Oceanside California USA,-117.3794834,33.1958696,24.656847833200253
Sam Scarber,https://www.themoviedb.org/person/33014,St Louis Missouri U.S.,0.0,0.0,35.34772996220581
Terry Funk,https://www.themoviedb.org/person/33016,Hammond Indiana USA,-87.500043,41.5833658,14.2027263152214
Allan Graf,https://www.themoviedb.org/person/33017,Wichita Kansas USA,-97.3375448,37.6922361,154.14456016133818
Rosemary Lane,https://www.themoviedb.org/person/33021,Indianola Iowa USA,-93.5613292,41.3604966,0.5038045560219594
Dennis Morgan,https://www.themoviedb.org/person/33022,Prentice Wisconsin USA,-90.2865388,45.5460749,3.00308417554448
Huntz Hall,https://www.themoviedb.org/person/33024,New York City New York USA,-74.0060152,40.7127281,5.517387475035806
Howard Hickman,https://www.themoviedb.org/person/33025,Columbia Missouri USA,-92.3337366,38.951883,26.346264578592844
Nell Craig,https://www.themoviedb.org/person/33034,Princeton New Jersey USA,-74.6592958,40.3492744,6.132729089674334
Ruth Tobey,https://www.themoviedb.org/person/33035,Los Angeles California USA,-118.242766,34.0536909,0.42475325566254196
Luke Edwards,https://www.themoviedb.org/person/33052,Nevada City California USA,-121.0160594,39.2615606,34.91067712434504
Gary Littlejohn,https://www.themoviedb.org/person/33058,Ira Vermont USA,-73.0623435,43.5346161,4.037108433972318
Alan Vint,https://www.themoviedb.org/person/33059,Tulsa Oklahoma USA,-95.9224992,36.13334,15.85889877698043
Ramon Bieri,https://www.themoviedb.org/person/33060,Hartford Connecticut USA,-72.6908547,41.764582,28.09818713555165
David Ladd,https://www.themoviedb.org/person/33104,Los Angeles California USA,-118.242766,34.0536909,4.922732917108245
Harry Belafonte,https://www.themoviedb.org/person/33162,New York New York U.S.,34.9636474,29.5541449,179.41205099411528
George Chandler,https://www.themoviedb.org/person/33178,Waukegan Illinois USA,-87.8447938,42.3636331,24.621923676623553
Eddie Acuff,https://www.themoviedb.org/person/33179,Caruthersville Missouri USA,-89.6556353,36.1931245,7.3499617991887485
Jimmy Smits,https://www.themoviedb.org/person/33181,Brooklyn New York USA,-73.9497211,40.6526006,217.54272939212956
Jake Lloyd,https://www.themoviedb.org/person/33196,Fort Collins Colorado USA,-105.0668085,40.5508527,72.9227401442895
Ahmed Best,https://www.themoviedb.org/person/33197,New York City New York USA,-74.0060152,40.7127281,191.47695851843685
Robert Ross,https://www.themoviedb.org/person/33210,USA,-100.445882,39.7837304,0.08746770746236049
Carole Landis,https://www.themoviedb.org/person/33229, Fairchild Wisconsin USA,-90.9629277,44.6002391,6.34313926724791
John Hubbard,https://www.themoviedb.org/person/33230,East Chicago Indiana USA,-87.4548466,41.6397857,4.187516494760509
Logan Lerman,https://www.themoviedb.org/person/33235,Beverly Hills California USA,-118.3963062,34.0696501,2806.4917857081487
Nancy Ticotin,https://www.themoviedb.org/person/33240,New York City New York USA,-74.0060152,40.7127281,14.303330791208193
Michael Gaston,https://www.themoviedb.org/person/33241,Walnut Creek - California - USA,-122.0618702,37.9020731,361.7188772246966
Thomas Coley,https://www.themoviedb.org/person/33251,Bethayres Pennsylvania USA,-75.0710053,40.1139991,0.2403002214905677
Jennifer Love Hewitt,https://www.themoviedb.org/person/33259,Waco Texas USA,-97.1466695,31.549333,220.23501081175903
Freddie Prinze Jr.,https://www.themoviedb.org/person/33260,Los Angeles California USA,-118.242766,34.0536909,135.7967409518318
Isabel Jewell,https://www.themoviedb.org/person/33277,Shoshone Wyoming USA,-110.954959,43.7907672,29.2637815700435
Brandy Norwood,https://www.themoviedb.org/person/33285,McComb Mississippi USA,-90.4531536,31.2437872,120.53719077676138
Matthew Settle,https://www.themoviedb.org/person/33286,Hickory North Carolina USA,-81.3442915,35.7333312,109.75627072793165
K.C. Clyde,https://www.themoviedb.org/person/33294,Salt Lake City Utah USA,-111.8867975,40.7596198,12.093590426825955
Seth Packard,https://www.themoviedb.org/person/33295,Provo Utah USA,-111.6587085,40.2337289,0.9399632231791437
Torrey DeVitto,https://www.themoviedb.org/person/33296,Huntington Station Suffolk County New York USA,-73.40388309389265,40.84766075,11.418232750322513
Don Shanks,https://www.themoviedb.org/person/33299,Piasa Illinois USA,-90.1237198,39.1158798,15.351324271725556
Sam J. Jones,https://www.themoviedb.org/person/33321,Chicago Illinois United States,-87.6244212,41.8755616,318.76410283528355
Buster Crabbe,https://www.themoviedb.org/person/33359,Oakland California USA,-122.2713563,37.8044557,5.473184300113494
Jean Rogers,https://www.themoviedb.org/person/33360,Belmont Massachusetts USA,-71.1786655,42.3959296,4.121819635320371
James Pierce,https://www.themoviedb.org/person/33378,Freedom Indiana USA,-86.8691738,39.2069887,3.048627163512741
Jack 'Tiny' Lipson,https://www.themoviedb.org/person/33382,Denver Colorado USA,-104.9848623,39.7392364,2.6100160797310124
Theodore Lorch,https://www.themoviedb.org/person/33383,Springfield Illinois USA,-89.6439575,39.7990175,5.575288204045161
Ruby Wax,https://www.themoviedb.org/person/33404,Evanston Illinois USA,-87.6930459,42.0447388,18.94609921548342
Jenny Wade,https://www.themoviedb.org/person/33430,Eugene Oregon USA,-123.0950506,44.0505054,33.31349977725432
Arija Bareikis,https://www.themoviedb.org/person/33432,Bloomington Indiana USA,-86.5342881,39.1670396,59.19695328561013
Amy Aquino,https://www.themoviedb.org/person/33457,Teaneck New Jersey USA,-74.0072568,40.8860164,38.65313555627728
Bob Holt,https://www.themoviedb.org/person/33482,St. Louis Missouri USA,-90.1995853,38.6264256,38.40275196617127
Melendy Britt,https://www.themoviedb.org/person/33483,Charlotte - North Carolina - USA,-80.8430827,35.2272086,26.86698060683101
Patricia Wettig,https://www.themoviedb.org/person/33487,Cincinnati Ohio USA,-84.5124602,39.1014537,4.977872182334068
Helen Slater,https://www.themoviedb.org/person/33488,Massapequa Long Island New York USA,0.0,0.0,64.01349291643234
Josh Mostel,https://www.themoviedb.org/person/33489,New York City New York USA,-74.0060152,40.7127281,79.72950011589165
Robert Costanzo,https://www.themoviedb.org/person/33492, Brooklyn New York USA,-73.9497211,40.6526006,137.35734414053715
Walker Brandt,https://www.themoviedb.org/person/33493,Santa Barbara California USA,-119.7026673,34.4221319,10.06492168297547
Molly McClure,https://www.themoviedb.org/person/33496,Kentucky USA,-85.1551411,37.5726028,33.73964559947156
Takayo Fischer,https://www.themoviedb.org/person/33500,Hardwick - California - USA,-119.7187441,36.401339,180.92226423601062
Mark Christopher Lawrence,https://www.themoviedb.org/person/33501,Los Angeles California USA,-118.242766,34.0536909,138.82759580657358
Lucas Elliot Eberl,https://www.themoviedb.org/person/33521,Boulder Colorado USA,-105.270545,40.0149856,38.64814141671408
Kyle Eastwood,https://www.themoviedb.org/person/33525,Los Angeles California USA,-118.242766,34.0536909,11.276255041716794
Joseph Cross,https://www.themoviedb.org/person/33528,New Brunswick New Jersey USA,-74.4518173,40.4862174,145.3708590534525
Brian Kimmet,https://www.themoviedb.org/person/33531,Ann Arbor Michigan USA,-83.7312291,42.2681569,7.9921257953422655
Stark Sands,https://www.themoviedb.org/person/33532, Dallas Texas USA,-96.7968559,32.7762719,57.90661134447434
Walter Barnes,https://www.themoviedb.org/person/33544,Rennert North Carolina USA,-79.0808661,34.8143301,19.43938335146839
Candy Samples,https://www.themoviedb.org/person/33570,Kansas City Missouri USA,-94.5781416,39.100105,1.152654483051646
Mycle Brandy,https://www.themoviedb.org/person/33571,USA,-100.445882,39.7837304,0.2550879274284488
Tony Travis,https://www.themoviedb.org/person/33587,Manhattan New York USA,-73.9598939,40.7896239,0.031935152184998525
Bruce Scott,https://www.themoviedb.org/person/33589,New York City New York USA,-74.0060152,40.7127281,4.868301573975193
Sheryl Lee Ralph,https://www.themoviedb.org/person/33613,Waterbury - Connecticut - USA,-73.0438362,41.5538091,30.994991264279342
Michael Saucedo,https://www.themoviedb.org/person/33623, Los Angeles California USA,-118.242766,34.0536909,2.8594379684138085
Paula Prentiss,https://www.themoviedb.org/person/33644,San Antonio Texas USA,-98.4951405,29.4246002,8.51095403133303
Sherry Stringfield,https://www.themoviedb.org/person/33653,Colorado Springs Colorado USA,-104.825348,38.8339578,13.677711414214935
Breckin Meyer,https://www.themoviedb.org/person/33654,Minneapolis Minnesota USA,-93.2654692,44.9772995,133.98552628567526
Erika Alexander,https://www.themoviedb.org/person/33655,Winslow Arizona USA,-110.6973572,35.0241874,274.17801057784965
Heather Matarazzo,https://www.themoviedb.org/person/33656,Oyster Bay New York USA,-73.4998644683956,40.769652199999996,107.19796813594739
Skipp Sudduth,https://www.themoviedb.org/person/33658,Barnstable Massachusetts USA,-70.2823659,41.6534792,84.43359855891822
Coati Mundi,https://www.themoviedb.org/person/33662,New York City New York USA,-74.0060152,40.7127281,72.43168939404093
Donald Trump,https://www.themoviedb.org/person/33663,New York City New York USA,-74.0060152,40.7127281,197.99550514867124
Cindy Crawford,https://www.themoviedb.org/person/33665,DeKalb Illinois USA,-88.7713953,41.8903447,12.257513720307575
Alan Boyce,https://www.themoviedb.org/person/33675,Derry New Hampshire USA,-71.3264492,42.8808677,1.2907779491522804
Charlayne Woodard,https://www.themoviedb.org/person/33689,Albany New York USA,-73.754968,42.6511674,87.23118282536468
Warner Richmond,https://www.themoviedb.org/person/33701,Racine Wisconsin USA,-87.7825242,42.7260523,4.250993509078966
Edwin Stanley,https://www.themoviedb.org/person/33705,Chicago Illinois USA,-87.6244212,41.8755616,13.288134663273603
Paul Butcher,https://www.themoviedb.org/person/33706,Los Angeles California USA,-118.242766,34.0536909,96.28015764720362
David Stifel,https://www.themoviedb.org/person/33707,Denver - Colorado - USA,-104.9848623,39.7392364,51.564935418515816
Jordan Lund,https://www.themoviedb.org/person/33713,Long Island New York USA,-73.0994258107431,40.85149705,55.087901545091526
Terry Moore,https://www.themoviedb.org/person/33716,Los Angeles - California - USA,-118.242766,34.0536909,14.521039011194706
Ray Danton,https://www.themoviedb.org/person/33722,New York City New York USA,-74.0060152,40.7127281,5.956613804594995
Jess Hahn,https://www.themoviedb.org/person/33723,Terre Haute Indiana USA,-87.4139119,39.4667025,8.251618571347956
Rita Hayworth,https://www.themoviedb.org/person/33741,Brooklyn New York City New York USA,-73.9497211,40.6526006,10.608291218182295
Gus Schilling,https://www.themoviedb.org/person/33743,New York City New York USA,-74.0060152,40.7127281,124.35735579278546
Roland Drew,https://www.themoviedb.org/person/33759,Elmhurst New York USA,-73.8783932,40.7365804,2.1170016894262322
Constance Moore,https://www.themoviedb.org/person/33774,Sioux City Iowa U.S.,0.0,0.0,0.4595987542289319
Jackie Moran,https://www.themoviedb.org/person/33775,Mattoon Illinois USA,-88.3773279,39.4842821,21.477884346607357
Jack Mulhall,https://www.themoviedb.org/person/33776,Wappingers Falls New York USA,-73.9112103,41.5965635,6.408321594810713
Anthony Warde,https://www.themoviedb.org/person/33777,Philadelphia Pennsylvania USA ,-75.1635262,39.9527237,23.86836800280596
Al Fann,https://www.themoviedb.org/person/33833,Cleveland Ohio USA,-81.6936813,41.4996562,21.487165991823687
Sean O'Bryan,https://www.themoviedb.org/person/33836,Louisville Kentucky USA,-85.759407,38.2542376,226.89940900434354
Gil Gerard,https://www.themoviedb.org/person/33848,Little Rock Arkansas USA,-92.2896267,34.7465071,38.34515076100812
Pamela Hensley,https://www.themoviedb.org/person/33849,Glendale California USA,-118.2478471,34.1469416,2.9554960793082135
Erin Gray,https://www.themoviedb.org/person/33850,Honolulu Hawaii USA,-157.717299,21.2890997,5.265445868019671
Guy Usher,https://www.themoviedb.org/person/33855,Mason City Iowa USA,-93.2017941,43.1524574,3.8962458825904362
Mel Blanc,https://www.themoviedb.org/person/33923,San Francisco California USA,-122.419906,37.7790262,204.42434480784013
Derek Richardson,https://www.themoviedb.org/person/33934,Queensbury New York USA,-73.6131714,43.3772932,26.986540782498984
Lloyd Hamilton,https://www.themoviedb.org/person/33945,Oakland California USA,-122.2713563,37.8044557,0.11216632269903423
Norma Nichols,https://www.themoviedb.org/person/33948,Santa Ana California USA,-117.8732213,33.7494951,0.5422683230625119
Ben Turpin,https://www.themoviedb.org/person/33949,New Orleans Louisiana USA,-90.0782127,29.9759983,2.0671325108910366
Dennis Moore,https://www.themoviedb.org/person/33967,Fort Worth Texas USA,-97.3327459,32.753177,1.974158742707126
James Craven,https://www.themoviedb.org/person/33970,Pennsylvania USA,-77.7278831,40.9699889,3.422567344516393
Bud Geary,https://www.themoviedb.org/person/33971,Salt Lake City Utah USA,-111.8867975,40.7596198,403.59650418837833
Fred Howard,https://www.themoviedb.org/person/33973,Boston Massachusetts USA,-71.060511,42.3554334,0.8021543891197412
Emmett Vogan,https://www.themoviedb.org/person/34008,Lima Ohio USA,-84.105006,40.7399785,29.94832950263182
Charles Maxwell,https://www.themoviedb.org/person/34014,Long Island New York USA,-73.0994258107431,40.85149705,0.13033632308015408
Robert Strange,https://www.themoviedb.org/person/34036,New York City New York USA,-74.0060152,40.7127281,4.241318573811096
Reed Hadley,https://www.themoviedb.org/person/34046,Petrolia Clay County Texas USA,-98.232444,34.0129637,6.092928136458552
Lisa Coleman,https://www.themoviedb.org/person/34060,Los Angeles - California - USA,-118.242766,34.0536909,1.9523640732816314
Wendy Melvoin,https://www.themoviedb.org/person/34061,Los Angeles - California - USA,-118.242766,34.0536909,7.606846928317852
Tawny Cypress,https://www.themoviedb.org/person/34066,Pt. Pleasant - New Jersey - USA,-74.0681931,40.0831714,10.995288628897054
Nora Zehetner,https://www.themoviedb.org/person/34070,El Paso Texas USA,-106.464634,31.7754152,88.99210283821954
William Forrest,https://www.themoviedb.org/person/34084,Cambridge Massachusetts USA,-71.1056157,42.3750997,16.857670137143206
Louise Currie,https://www.themoviedb.org/person/34085,Oklahoma City Oklahoma USA,-97.5170536,35.4729886,350.86105770372785
Kenneth Harlan,https://www.themoviedb.org/person/34091,Boston Massachusetts USA,-71.060511,42.3554334,2.91931339456659
Dale van Sickel,https://www.themoviedb.org/person/34094,Eatonton Georgia USA,-83.388485,33.3267128,153.40468300483036
Ernie Adams,https://www.themoviedb.org/person/34098,San Francisco California USA,-122.419906,37.7790262,41.80775503277124
Eddie Parker,https://www.themoviedb.org/person/34103,Waukegan Illinois USA,-87.8447938,42.3636331,29.155523481670592
Gayne Whitman,https://www.themoviedb.org/person/34104,Chicago Illinois USA,-87.6244212,41.8755616,2.4283300942248136
Robert Lowery,https://www.themoviedb.org/person/34117,Kansas City Missouri USA ,-94.5781416,39.100105,8.132945029862622
Lyle Talbot,https://www.themoviedb.org/person/34119,Pittsburgh Pennsylvania USA,-80.6243098,40.3693889,6.5761591993546284
Michael Whalen,https://www.themoviedb.org/person/34129,Wilkes-Barre Pennsylvania USA,-75.8817316,41.2464824,0.7406438250589805
John Doucette,https://www.themoviedb.org/person/34130,Brockton Massachusetts USA,-71.0183787,42.0834335,43.83052442584862
George Robotham,https://www.themoviedb.org/person/34131,Sacramento California USA,-121.493895,38.5810606,38.30424859564803
Richard Cramer,https://www.themoviedb.org/person/34162,Bryan Ohio USA,-84.5524508,41.4747732,5.988077008718149
Frank Ellis,https://www.themoviedb.org/person/34165,Newkirk Oklahoma USA,-97.0536785,36.8823649,16.352528394946017
Penny Singleton,https://www.themoviedb.org/person/34178,Philadelphia Pennsylvania U.S.,-75.16426791715733,39.951276199999995,3.3192893769821494
Arthur Lake,https://www.themoviedb.org/person/34179,Corbin Kentucky USA,-84.0968761,36.9486986,1.357794573934593
Fay Helm,https://www.themoviedb.org/person/34184,Bakersfield California USA,-119.0194639,35.3738712,5.759103540711911
Willie Best,https://www.themoviedb.org/person/34185,Sunflower Mississippi USA,-90.5370327,33.5428954,4.1866512566471235
Hal K. Dawson,https://www.themoviedb.org/person/34186,Rockville Connecticut USA,-72.46445611890694,41.865539,6.177092207487979
Chuck Hamilton,https://www.themoviedb.org/person/34187,Vallejo California USA,-122.2566367,38.1040864,113.00820035526762
Jayma Mays,https://www.themoviedb.org/person/34195,Bristol Tennessee USA,-82.1885212,36.5945034,75.71722327649749
Thomas Dekker,https://www.themoviedb.org/person/34199,Las Vegas Nevada USA,-115.148516,36.1672559,38.726998743618225
Sakina Jaffrey,https://www.themoviedb.org/person/34200,Manhattan New York City New York USA,-73.9598939,40.7896239,139.96524341199296
Matt Lanter,https://www.themoviedb.org/person/34202,Ohio USA ,-82.6881395,40.2253569,70.38121736443371
Robert Middlemass,https://www.themoviedb.org/person/34208,New Britain Connecticut USA,-72.7795419,41.6612104,7.317947988993442
Olin Howland,https://www.themoviedb.org/person/34209,Denver Colorado USA,-104.9848623,39.7392364,32.995410968514754
Peggy Ann Garner,https://www.themoviedb.org/person/34210,Canton Ohio USA,-81.3749508,40.7985464,19.301532326088587
Roy Gordon,https://www.themoviedb.org/person/34211,Beaver Village Pike County Ohio USA,0.0,0.0,5.240668594772689
